<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20170103;000000;61.1000000;61.2900000;60.3550000;60.9025000;1586771000
20170104;000000;60.9375000;61.2200000;60.2500000;60.4600000;1317708000
20170105;000000;60.1975000;60.4500000;59.1700000;59.4500000;2074764000
20170106;000000;59.2700000;59.7550000;59.1025000;59.6200000;1195708000
20170109;000000;59.6225000;60.1000000;59.6200000;60.0900000;2611805000
20170110;000000;60.0450000;60.2875000;59.8200000;60.1675000;3231872000
20170111;000000;60.1400000;60.6975000;59.4700000;59.7475000;3663963000
20170112;000000;59.7000000;59.7475000;59.0875000;59.3325000;3669495000
20170113;000000;59.3975000;59.8575000;59.2600000;59.6600000;2512063000
20170116;000000;59.6300000;59.9500000;59.4800000;59.8700000;1911920000
20170117;000000;59.6400000;59.7450000;58.9500000;59.4100000;4127544000
20170118;000000;59.4100000;59.5675000;59.0300000;59.5600000;3424991000
20170119;000000;59.4200000;60.2650000;59.1850000;59.7200000;5586585000
20170120;000000;59.7325000;59.9500000;59.5700000;59.7550000;3079302000
20170123;000000;59.7000000;59.7000000;59.3050000;59.5175000;3026962000
20170124;000000;59.3500000;59.3875000;59.0725000;59.2400000;3328290000
20170125;000000;59.2150000;59.6525000;59.0575000;59.5175000;4707098000
20170126;000000;59.5100000;60.6200000;59.3825000;60.4375000;5967220000
20170127;000000;60.4200000;60.5650000;59.5600000;59.8300000;4931944000
20170130;000000;59.9075000;60.2850000;59.8100000;59.9300000;3301799000
20170131;000000;59.9100000;60.2400000;59.8700000;60.1600000;3166473000
20170201;000000;60.2200000;60.4300000;60.0550000;60.1325000;2718702000
20170202;000000;60.0200000;60.2000000;58.5600000;59.4250000;4728003000
20170203;000000;59.4200000;59.6200000;58.7350000;58.9625000;4449371000
20170206;000000;58.9975000;59.1100000;58.5800000;58.9025000;3124906000
20170207;000000;59.1500000;59.5000000;58.9050000;59.3200000;3817753000
20170208;000000;59.4600000;59.6275000;59.0800000;59.2300000;3388269000
20170209;000000;59.1400000;59.1500000;58.6875000;58.9500000;2839879000
20170210;000000;58.9600000;59.0000000;58.2100000;58.2400000;3710564000
20170213;000000;58.3200000;58.3400000;57.8425000;57.9800000;3624553000
20170214;000000;58.0100000;58.0225000;57.1000000;57.1075000;4303036000
20170215;000000;57.1025000;57.9075000;56.5500000;57.2650000;6137613000
20170216;000000;57.3200000;57.6700000;56.9800000;57.6000000;4524142000
20170217;000000;57.5800000;58.5500000;57.4525000;58.4175000;4554423000
20170220;000000;58.1750000;58.3175000;57.9025000;57.9500000;2690943000
20170221;000000;57.8775000;58.0475000;57.4025000;57.4025000;3473015000
20170222;000000;57.4525000;58.1600000;57.3000000;58.0725000;3473809000
20170224;000000;57.7700000;58.5900000;57.7000000;58.4450000;1420508000
20170227;000000;58.0700000;58.1025000;57.5775000;58.0525000;4167723000
20170228;000000;57.8950000;58.5050000;57.8250000;58.2875000;3712755000
20170301;000000;58.4100000;58.6075000;57.9675000;58.3075000;3923631000
20170302;000000;58.4275000;58.8600000;58.2775000;58.8050000;4243679000
20170303;000000;58.8425000;59.0100000;58.1375000;58.2300000;3898717000
20170306;000000;58.3025000;58.4450000;57.9200000;58.1900000;3068751000
20170307;000000;58.2125000;58.3775000;57.8750000;58.1800000;2870641000
20170309;000000;58.8975000;59.5000000;58.6875000;59.3175000;6041809000
20170310;000000;59.2150000;59.3050000;58.7025000;58.9975000;4014897000
20170313;000000;59.0625000;59.2375000;58.7625000;58.7725000;2744642000
20170314;000000;58.8750000;59.6275000;58.7800000;59.1600000;5215745000
20170315;000000;59.1475000;59.2250000;58.3725000;58.3900000;3670105000
20170316;000000;58.4500000;58.5050000;57.6025000;57.7900000;5727608000
20170317;000000;57.7700000;58.0575000;57.1550000;57.2200000;3817029000
20170320;000000;57.3300000;57.6350000;57.1775000;57.3025000;3506522000
20170321;000000;57.2700000;57.7000000;56.9925000;57.7000000;4559593000
20170322;000000;57.7475000;58.2200000;57.5450000;57.7875000;5460010000
20170323;000000;57.6850000;57.7700000;57.3300000;57.4650000;3741676000
20170324;000000;57.4400000;57.5000000;56.8700000;56.8800000;3074408000
20170327;000000;56.9450000;57.2225000;56.7325000;56.9025000;3485231000
20170328;000000;56.9125000;57.1850000;56.8100000;57.0075000;2841318000
20170329;000000;57.1175000;57.1550000;56.5800000;56.6100000;2881771000
20170330;000000;56.6200000;56.6800000;55.9075000;56.0800000;4004148000
20170331;000000;56.1000000;56.5350000;55.8500000;56.2800000;4123405000
20170403;000000;56.0400000;56.4700000;55.9325000;56.1150000;3275369000
20170404;000000;56.4700000;56.7075000;56.0400000;56.0900000;3046093000
20170405;000000;56.0100000;56.4000000;55.8000000;56.3800000;3846713000
20170406;000000;56.3300000;56.5900000;56.1700000;56.3975000;3088859000
20170407;000000;56.9825000;57.2550000;56.7525000;57.2500000;4524073000
20170410;000000;57.5000000;57.5925000;57.0800000;57.1675000;3165496000
20170411;000000;57.1100000;57.1950000;56.8100000;56.8975000;3311425000
20170412;000000;56.7900000;57.1425000;56.5400000;56.5950000;3223647000
20170413;000000;56.6325000;56.6650000;56.1600000;56.2825000;3042033000
20170414;000000;56.2775000;56.3900000;56.0825000;56.3625000;1742615000
20170417;000000;56.3100000;56.3325000;55.9025000;55.9425000;2419270000
20170418;000000;55.9900000;56.2500000;55.8500000;56.2500000;2807960000
20170419;000000;56.2400000;56.7450000;56.0625000;56.5675000;3306852000
20170420;000000;56.5475000;56.5475000;56.0950000;56.1975000;2368893000
20170421;000000;56.1400000;56.6000000;55.9775000;56.4550000;2828578000
20170424;000000;56.0100000;56.2100000;55.7150000;55.8475000;3409355000
20170425;000000;55.7600000;56.2475000;55.7250000;56.1675000;3112424000
20170426;000000;56.2000000;57.1600000;56.1800000;57.1600000;4041006000
20170427;000000;56.9500000;57.2700000;56.7150000;56.9725000;3884376000
20170428;000000;57.0000000;57.1900000;56.6225000;56.9225000;3294621000
20170502;000000;56.9800000;57.1600000;56.8550000;57.0000000;2258828000
20170503;000000;57.0425000;57.3975000;57.0250000;57.3825000;2538067000
20170504;000000;57.4300000;58.4675000;57.3900000;58.3975000;5007702000
20170505;000000;58.7100000;58.8225000;57.9225000;57.9325000;5133184000
20170510;000000;58.2700000;58.3700000;57.4100000;57.4350000;2951227000
20170511;000000;57.3700000;57.3700000;56.9200000;57.0500000;3434531000
20170512;000000;57.0475000;57.3550000;56.9675000;57.0850000;2402732000
20170515;000000;56.6800000;56.8150000;56.2100000;56.3450000;3419013000
20170516;000000;56.2700000;56.5800000;56.1600000;56.5800000;2813790000
20170517;000000;56.5800000;57.1200000;56.5425000;57.0850000;3593633000
20170518;000000;57.2700000;58.1375000;57.2450000;57.5800000;6534811000
20170519;000000;57.2500000;57.3625000;56.6550000;56.9000000;3436049000
20170522;000000;56.5925000;56.9250000;56.4050000;56.6400000;3687350000
20170523;000000;56.6600000;56.7375000;56.2200000;56.3600000;3986514000
20170524;000000;56.3300000;56.5800000;56.2025000;56.4050000;3760778000
20170525;000000;56.1125000;57.0200000;56.0000000;56.9600000;4934872000
20170526;000000;56.8350000;57.0275000;56.4900000;56.5000000;3462466000
20170529;000000;56.7600000;56.8150000;56.2875000;56.4500000;2686649000
20170530;000000;56.5850000;56.7925000;56.4500000;56.5400000;2427086000
20170531;000000;56.6900000;56.9475000;56.5500000;56.5600000;3102409000
20170601;000000;56.5800000;56.7125000;56.1125000;56.3850000;2969480000
20170602;000000;56.5400000;56.8550000;56.3825000;56.6575000;3355289000
20170605;000000;56.4500000;56.7500000;56.3925000;56.6000000;2715553000
20170606;000000;56.5850000;56.7725000;56.4200000;56.5200000;2701584000
20170607;000000;56.5475000;57.1700000;56.5000000;57.0825000;4054680000
20170608;000000;57.0400000;57.1275000;56.8075000;56.9175000;2567125000
20170609;000000;57.0225000;57.0500000;56.8875000;57.0300000;2146518000
20170613;000000;56.9475000;56.9850000;56.8175000;56.9800000;2590447000
20170614;000000;56.9375000;57.5675000;56.8250000;57.4350000;4674701000
20170615;000000;57.5225000;57.8900000;57.3100000;57.8900000;5516245000
20170616;000000;57.8550000;57.8550000;57.4275000;57.7700000;3932055000
20170619;000000;57.6400000;58.4800000;57.6325000;58.4425000;4176780000
20170620;000000;58.3900000;59.7750000;58.3150000;59.6325000;6274234000
20170621;000000;59.5700000;60.4275000;59.3275000;60.3225000;6140007000
20170622;000000;60.2050000;60.4075000;59.6425000;59.9375000;4853386000
20170623;000000;59.7600000;59.8500000;59.3350000;59.3850000;3667278000
20170626;000000;59.1900000;59.2900000;58.7700000;58.7700000;3580773000
20170627;000000;58.7025000;59.5000000;58.6100000;59.4900000;3755690000
20170628;000000;59.2475000;59.8875000;59.2000000;59.2000000;4079561000
20170629;000000;59.1625000;59.5900000;58.9075000;59.4250000;3687722000
20170630;000000;59.3625000;59.5450000;58.8650000;58.9300000;3147906000
20170703;000000;58.9500000;59.4825000;58.7900000;59.2650000;2487611000
20170704;000000;59.3000000;59.4575000;59.1350000;59.4125000;1839489000
20170705;000000;59.3000000;60.2600000;59.3000000;59.9825000;4796499000
20170706;000000;60.1025000;60.4350000;59.7500000;60.1600000;4002670000
20170707;000000;60.4000000;60.6250000;60.2125000;60.3550000;4238981000
20170710;000000;60.3025000;60.5375000;60.1725000;60.2300000;2500006000
20170711;000000;60.3475000;60.9900000;60.2700000;60.7600000;3268170000
20170712;000000;60.6525000;60.7375000;59.8950000;60.0050000;3993140000
20170713;000000;60.0975000;60.2850000;59.6575000;59.8225000;3405940000
20170714;000000;59.9450000;59.9650000;59.0400000;59.0900000;3928757000
20170717;000000;59.1325000;59.4025000;58.9625000;59.3275000;3018806000
20170718;000000;59.3100000;59.4650000;58.8925000;59.1800000;2699659000
20170719;000000;59.2800000;59.3900000;58.9300000;59.0000000;2980557000
20170720;000000;59.0300000;59.2375000;58.7850000;58.9350000;2573330000
20170721;000000;58.9550000;59.4000000;58.7725000;59.3600000;2523498000
20170724;000000;59.4025000;60.2100000;59.3600000;60.0050000;4038843000
20170725;000000;59.9850000;60.1950000;59.7025000;59.8700000;3236397000
20170726;000000;59.8600000;60.0625000;59.3625000;59.3975000;2607146000
20170727;000000;59.4200000;59.6575000;59.3100000;59.4975000;3168598000
20170728;000000;59.5400000;59.6450000;59.3600000;59.5650000;2523787000
20170731;000000;59.6400000;60.3475000;59.6000000;59.7800000;3719688000
20170801;000000;59.8850000;60.3525000;59.7175000;60.3500000;2898251000
20170802;000000;60.4400000;60.8425000;60.3750000;60.5900000;3408949000
20170803;000000;60.6500000;60.8500000;60.0900000;60.3600000;3436472000
20170804;000000;60.4200000;60.4825000;59.8400000;59.9700000;2910402000
20170807;000000;60.0525000;60.3350000;59.8650000;60.0325000;2831447000
20170808;000000;60.0775000;60.1100000;59.7050000;59.8175000;2889908000
20170809;000000;59.9550000;60.2275000;59.8725000;59.9825000;3005986000
20170810;000000;59.9975000;60.1300000;59.7175000;60.1100000;3557632000
20170811;000000;60.2000000;60.3100000;59.8000000;59.8625000;3034880000
20170814;000000;59.7800000;59.8900000;59.5625000;59.8700000;2616185000
20170815;000000;59.8825000;60.1200000;59.7000000;59.7125000;2490026000
20170816;000000;59.7175000;59.7650000;59.2675000;59.3775000;2798551000
20170817;000000;59.4175000;59.4850000;58.9925000;59.2250000;3131071
20170818;000000;59.2450000;59.5100000;58.9800000;59.0000000;2644701000
20170821;000000;59.1000000;59.2150000;58.9275000;59.1450000;2239932000
20170822;000000;59.1000000;59.1475000;58.9250000;59.0700000;2077157000
20170823;000000;59.0625000;59.2500000;59.0000000;59.0650000;2124714000
20170824;000000;59.0800000;59.2750000;59.0550000;59.1575000;2064396000
20170825;000000;59.1200000;59.2225000;58.5400000;58.5750000;2922210000
20170828;000000;58.7375000;58.7400000;58.3350000;58.4350000;2492654000
20170829;000000;58.5300000;58.8900000;58.4250000;58.8350000;3198193000
20170830;000000;58.7850000;58.9150000;58.3300000;58.5600000;3349398000
20170831;000000;58.5900000;58.6550000;57.9825000;58.0200000;2898863000
20170901;000000;58.0575000;58.2050000;57.3700000;57.5200000;4081890000
20170904;000000;57.6825000;57.9600000;57.6575000;57.8475000;1965401000
20170905;000000;57.7725000;58.1150000;57.2200000;57.5200000;3590722000
20170906;000000;57.5000000;57.5800000;57.2400000;57.3500000;2660293000
20170907;000000;57.3500000;57.3875000;56.7800000;56.9000000;3267059000
20170908;000000;56.9300000;57.4900000;56.8275000;57.3675000;3532301000
20170911;000000;57.2875000;57.2950000;57.0400000;57.2200000;2549655000
20170912;000000;57.1800000;57.7650000;57.1300000;57.7100000;3403403000
20170913;000000;57.7500000;57.9900000;57.5450000;57.9600000;3495717000
20170914;000000;57.9200000;57.9675000;57.3800000;57.5000000;2855520000
20170915;000000;57.4500000;57.7800000;57.3775000;57.6900000;3378328000
20170918;000000;57.6575000;58.1600000;57.5025000;58.1100000;2562980000
20170919;000000;58.0400000;58.3875000;57.9125000;58.1275000;3072189000
20170920;000000;58.1200000;58.3000000;57.7125000;58.1225000;3832874000
20170921;000000;58.2400000;58.3650000;57.7550000;57.9000000;3110119000
20170922;000000;57.8400000;57.8500000;57.4375000;57.5000000;2711751000
20170925;000000;57.6025000;57.7500000;57.2400000;57.5550000;3892219000
20170926;000000;57.4425000;58.1525000;57.3650000;57.8200000;3734665000
20170927;000000;58.0500000;58.3825000;57.8025000;58.1950000;5086998000
20170928;000000;58.3425000;58.5850000;57.9050000;57.9100000;3873935000
20170929;000000;58.0025000;58.1075000;57.4700000;57.4800000;3044901000
20171002;000000;57.5575000;57.9950000;57.5575000;57.9125000;2293748000
20171003;000000;58.0000000;58.1675000;57.8225000;57.9000000;2418366000
20171004;000000;57.8000000;57.8775000;57.5275000;57.6875000;2152597000
20171005;000000;57.7100000;57.7300000;57.3800000;57.6975000;2562160000
20171006;000000;57.7300000;58.2625000;57.6800000;58.1900000;3605410000
20171009;000000;58.2700000;58.5100000;58.2475000;58.3300000;2394638000
20171010;000000;58.1800000;58.2150000;57.8000000;57.9875000;2540328000
20171011;000000;57.9200000;58.0150000;57.7650000;57.8375000;2987540000
20171012;000000;57.7400000;57.8425000;57.6150000;57.6975000;2326294000
20171013;000000;57.7150000;57.7500000;57.0550000;57.1600000;3489364000
20171016;000000;57.1775000;57.3875000;56.9875000;57.3175000;2104816000
20171017;000000;57.3875000;57.5500000;57.2525000;57.2925000;2523928000
20171018;000000;57.3200000;57.5050000;57.1700000;57.4250000;2668325000
20171019;000000;57.4200000;57.7300000;57.2575000;57.2725000;3043291000
20171020;000000;57.4150000;57.6400000;57.3650000;57.4825000;2930414000
20171023;000000;57.5475000;57.5650000;57.3750000;57.5500000;2238182000
20171024;000000;57.5475000;57.7175000;57.3750000;57.6200000;3366132000
20171025;000000;57.6575000;57.8225000;57.5225000;57.7450000;3802536000
20171026;000000;57.7000000;57.8900000;57.4750000;57.8550000;3239593000
20171027;000000;57.9650000;58.7675000;57.8875000;58.0600000;5911107000
20171030;000000;57.9975000;58.0950000;57.6575000;57.9725000;3393904000
20171031;000000;57.9500000;58.6125000;57.9375000;58.3200000;3896839000
20171101;000000;58.2500000;58.4175000;58.0250000;58.2900000;3254925000
20171102;000000;58.2200000;58.4475000;57.9800000;58.1625000;2453589000
20171103;000000;58.1600000;59.2825000;58.1600000;59.0800000;5086398000
20171107;000000;58.2800000;59.4475000;58.2100000;59.3650000;4725066000
20171108;000000;59.2600000;59.5875000;59.0600000;59.2275000;4517090000
20171109;000000;59.2500000;59.4400000;59.1075000;59.2900000;3493750000
20171110;000000;59.3175000;59.3675000;58.9700000;59.2200000;2654221000
20171113;000000;59.1950000;59.6050000;59.0725000;59.3500000;3172673000
20171114;000000;59.4800000;60.2500000;59.4125000;60.2375000;4291840000
20171115;000000;60.4200000;60.9200000;60.0200000;60.2150000;3791304000
20171116;000000;60.1100000;60.1100000;59.5725000;59.6775000;3533263000
20171117;000000;59.6500000;59.7625000;59.0025000;59.0800000;2991532000
20171120;000000;59.2825000;59.5950000;59.1150000;59.3450000;2763362000
20171121;000000;59.4050000;59.5450000;59.0900000;59.1775000;2424607000
20171122;000000;59.1500000;59.1650000;58.4375000;58.4850000;3427166000
20171123;000000;58.5600000;58.5600000;58.3200000;58.4500000;2486294000
20171124;000000;58.6200000;58.6200000;58.2500000;58.3700000;2498962000
20171127;000000;58.4000000;58.5125000;58.0400000;58.4975000;2547425000
20171128;000000;58.5000000;58.5625000;58.2125000;58.3600000;3017158000
20171129;000000;58.5075000;58.7150000;58.2450000;58.6200000;3041957000
20171130;000000;58.5500000;58.7400000;58.3600000;58.4500000;3842570000
20171201;000000;58.5400000;59.1675000;58.4700000;58.8800000;3163971000
20171204;000000;58.9700000;59.1300000;58.6500000;58.8075000;2420470000
20171205;000000;58.8025000;58.8625000;58.5950000;58.7500000;2470975000
20171206;000000;58.7500000;59.2500000;58.7300000;59.2300000;2651789000
20171207;000000;59.2225000;59.3900000;59.0775000;59.1775000;3044084000
20171208;000000;59.2600000;59.4200000;59.0425000;59.1300000;2567441000
20171211;000000;59.2000000;59.3300000;58.8800000;59.0050000;2116116000
20171212;000000;58.9100000;59.3025000;58.7750000;59.2850000;2775782000
20171213;000000;59.2575000;59.2625000;58.5325000;58.6125000;2944992000
20171214;000000;58.6650000;58.9200000;58.5350000;58.7600000;2636719000
20171215;000000;58.8725000;59.0550000;58.7225000;58.8000000;2781902000
20171218;000000;58.7475000;58.7800000;58.5500000;58.6625000;2008056000
20171219;000000;58.6400000;58.8800000;58.5400000;58.7625000;2624288000
20171220;000000;58.7175000;58.8325000;58.5925000;58.7100000;2334460000
20171221;000000;58.7100000;58.7200000;58.4175000;58.4625000;2413024000
20171222;000000;58.5275000;58.6300000;58.1900000;58.3750000;2352445000
20171225;000000;58.7200000;59.0025000;57.8000000;57.9625000;1620770000
20171226;000000;58.0925000;58.0925000;57.5500000;57.6200000;2781328000
20171227;000000;57.6000000;57.9375000;57.3800000;57.7450000;3684941000
20171228;000000;57.7400000;57.7400000;57.3850000;57.5025000;3161043000
20171229;000000;57.5900000;57.9275000;57.4725000;57.6300000;1917036000
20180103;000000;57.6575000;57.8900000;57.1225000;57.2200000;615632000
20180104;000000;57.2000000;57.2900000;56.8000000;56.8400000;710635000
20180105;000000;56.9550000;57.1350000;56.9050000;56.9825000;539338000
20180109;000000;57.0875000;57.1850000;56.8150000;56.9950000;2719489000
20180110;000000;56.8875000;57.1000000;56.7625000;57.0325000;3018949000
20180111;000000;57.0300000;57.0800000;56.4175000;56.4275000;2607454000
20180112;000000;56.5275000;56.7525000;56.4600000;56.6500000;2874136000
20180115;000000;56.5900000;56.5900000;56.2025000;56.3200000;2997944000
20180116;000000;56.3000000;56.5475000;56.3000000;56.5300000;2826092000
20180117;000000;56.6600000;56.9650000;56.5500000;56.7575000;4314386000
20180118;000000;56.8050000;56.8600000;56.4075000;56.5250000;2919383000
20180119;000000;56.5475000;56.7350000;56.5000000;56.7200000;2455904000
20180122;000000;56.7300000;56.7300000;56.4400000;56.4950000;2304457000
20180123;000000;56.4400000;56.5925000;56.3125000;56.3500000;3379704000
20180124;000000;56.3800000;56.4725000;56.1700000;56.1725000;3068274000
20180125;000000;56.0900000;56.1475000;55.5850000;55.9275000;4194741000
20180126;000000;55.9100000;56.2775000;55.7300000;56.2750000;2935226000
20180129;000000;56.2500000;56.5250000;56.1500000;56.3200000;3413821000
20180130;000000;56.3500000;56.4400000;55.8850000;56.3850000;3626559000
20180131;000000;56.4250000;56.4250000;56.0650000;56.2075000;2738610000
20180201;000000;56.2525000;56.4300000;55.9000000;55.9200000;3126293000
20180202;000000;56.0650000;56.5600000;55.9700000;56.5500000;4319227000
20180205;000000;56.5750000;57.2300000;56.4875000;57.1950000;3904880000
20180206;000000;57.3450000;57.4375000;56.8550000;56.8550000;4911683000
20180207;000000;56.9325000;57.6300000;56.7500000;57.6100000;4123638000
20180208;000000;57.6525000;58.4275000;57.5100000;58.4225000;5650285000
20180209;000000;58.2250000;58.7700000;57.9050000;58.4000000;5785854000
20180212;000000;58.0675000;58.1725000;57.6600000;57.8300000;3479908000
20180213;000000;57.8075000;57.9700000;57.6100000;57.6300000;3074488000
20180214;000000;57.6900000;57.7950000;56.7000000;56.7100000;5189427000
20180215;000000;56.6500000;56.8800000;56.3925000;56.3925000;3772255000
20180216;000000;56.3350000;56.4750000;56.1650000;56.3975000;3214588000
20180219;000000;56.3900000;56.5500000;56.2400000;56.4600000;2376145000
20180220;000000;56.4500000;56.7725000;56.4000000;56.5650000;2958182000
20180221;000000;56.6200000;56.7750000;56.4425000;56.7600000;2512223000
20180222;000000;56.7900000;56.8775000;56.4750000;56.5175000;2720913000
20180226;000000;56.0900000;56.1550000;55.7025000;55.7050000;3966980000
20180227;000000;55.6975000;56.3500000;55.5575000;56.2750000;3577337000
20180228;000000;56.3325000;56.4700000;56.0375000;56.3325000;3434201000
20180301;000000;56.4000000;57.0550000;56.3350000;56.8225000;4928481000
20180302;000000;56.8175000;57.3825000;56.5600000;56.8150000;4310637000
20180305;000000;56.8575000;57.3125000;56.4150000;56.4200000;3525615000
20180306;000000;56.5200000;56.7600000;56.2600000;56.6700000;3440729000
20180307;000000;56.8325000;57.0600000;56.7175000;56.7900000;2888794000
20180309;000000;57.0450000;57.1025000;56.5950000;56.6600000;1051578000
20180312;000000;56.7275000;56.9925000;56.4850000;56.8800000;2596091000
20180313;000000;56.8600000;57.1350000;56.6400000;57.0200000;3258263000
20180314;000000;57.0500000;57.3200000;56.7625000;57.1225000;3235184000
20180315;000000;57.0750000;57.5275000;56.9275000;57.4600000;4131589000
20180316;000000;57.5225000;57.8125000;57.3775000;57.4900000;3955205000
20180319;000000;57.5400000;58.0425000;57.4600000;57.8400000;3759577000
20180320;000000;57.6500000;57.8950000;57.4200000;57.5300000;3259684000
20180321;000000;57.5450000;57.6075000;56.8500000;56.8800000;3233714000
20180322;000000;56.9325000;57.2825000;56.7300000;57.2450000;3766525000
20180323;000000;57.2500000;57.3400000;56.9825000;57.2900000;3738073000
20180326;000000;56.9400000;57.5225000;56.8250000;57.1625000;3705371000
20180327;000000;57.1500000;57.5300000;57.0900000;57.5125000;3070757000
20180328;000000;57.5675000;57.8825000;57.4700000;57.7225000;3328652000
20180329;000000;57.7225000;57.8400000;57.2475000;57.2575000;3306299000
20180330;000000;57.2825000;57.4750000;57.0275000;57.1450000;2225938000
20180402;000000;57.2000000;57.6475000;57.1625000;57.4825000;1800588000
20180403;000000;57.4600000;57.7025000;57.4175000;57.5700000;2562832000
20180404;000000;57.6650000;57.9100000;57.4100000;57.4450000;3080401000
20180405;000000;57.5125000;57.7800000;57.5075000;57.7100000;2821175000
20180406;000000;57.7825000;58.1750000;57.7300000;58.1750000;3891118000
20180409;000000;58.1750000;60.6600000;58.1625000;60.6600000;9770577000
20180410;000000;60.2825000;63.9500000;60.2800000;62.7875000;9657563000
20180411;000000;63.5000000;65.0575000;62.0000000;62.5900000;8503451000
20180412;000000;62.9200000;63.1000000;61.2600000;61.9900000;4927696000
20180413;000000;61.9000000;62.2950000;61.1725000;62.0500000;3813496000
20180416;000000;62.6175000;62.6200000;60.9850000;61.1650000;4143703000
20180417;000000;61.0675000;62.0575000;60.0000000;61.5575000;4418951000
20180418;000000;61.8900000;61.9800000;60.7500000;60.8500000;3774244000
20180419;000000;60.8350000;61.2050000;60.5625000;60.8925000;3559527000
20180420;000000;60.9500000;61.6025000;60.9500000;61.4000000;2820164000
20180423;000000;61.3700000;62.1875000;61.3000000;61.8050000;4125839000
20180424;000000;61.6900000;61.8025000;61.3550000;61.6200000;3267289000
20180425;000000;61.6825000;62.4900000;61.6375000;62.3650000;4343289000
20180426;000000;62.2350000;63.0400000;62.1500000;62.7200000;4862882000
20180427;000000;62.7275000;62.8475000;61.7000000;62.1550000;3198618000
20180428;000000;62.1100000;62.3000000;61.7075000;62.2700000;906932000
20180430;000000;62.3000000;63.1700000;62.2025000;62.9675000;742689000
20180502;000000;63.3350000;64.2975000;63.1600000;64.0200000;1254303000
20180503;000000;63.7100000;63.8875000;62.8500000;63.0250000;3953104000
20180504;000000;63.0800000;63.4775000;62.3500000;62.5050000;3818202000
20180507;000000;62.7575000;63.0150000;62.4550000;62.9325000;2627189000
20180508;000000;62.8800000;63.6775000;62.8100000;63.2250000;3178630000
20180510;000000;62.5750000;62.6850000;61.5700000;61.7100000;3750840000
20180511;000000;61.7500000;62.0425000;61.4150000;61.9300000;3455599000
20180514;000000;61.9250000;61.9475000;61.5500000;61.8500000;2710178000
20180515;000000;61.9150000;62.7700000;61.7850000;62.3175000;5524445000
20180516;000000;62.3750000;62.6450000;61.6100000;61.7300000;4132040000
20180517;000000;61.8775000;62.2200000;61.7275000;62.1850000;2907133000
20180518;000000;62.1400000;62.7000000;61.8325000;62.2575000;3486418000
20180521;000000;62.4800000;62.7150000;61.5150000;61.6000000;4006983000
20180522;000000;61.4250000;61.6475000;60.9375000;61.2100000;4400834000
20180523;000000;61.4200000;61.8200000;61.2600000;61.3300000;4573689000
20180524;000000;61.3500000;61.6700000;61.2875000;61.6000000;3424174000
20180525;000000;61.6800000;62.3400000;61.5200000;62.2875000;4063324000
20180528;000000;62.3050000;62.4975000;62.1025000;62.3200000;2121261000
20180529;000000;62.3800000;62.9300000;62.3500000;62.8150000;4168054000
20180530;000000;62.7250000;62.7300000;62.0000000;62.0750000;3438473000
20180531;000000;62.0900000;62.5600000;61.9375000;62.4050000;4145131000
20180601;000000;62.4000000;62.4000000;61.9350000;62.1925000;2918735000
20180604;000000;62.1000000;62.1675000;61.8100000;62.0575000;2153394000
20180605;000000;61.8900000;62.4550000;61.8550000;62.1500000;3615866000
20180606;000000;61.9500000;62.1700000;61.7525000;61.7675000;3098994000
20180607;000000;61.7550000;62.6550000;61.6825000;62.4175000;3581315000
20180608;000000;62.5350000;62.9425000;62.2325000;62.3100000;4610340000
20180609;000000;62.3500000;62.5975000;62.1000000;62.5250000;315010000
20180611;000000;62.2275000;62.9200000;62.0500000;62.8175000;765671000
20180613;000000;63.0350000;63.2350000;62.2800000;62.5350000;4069533000
20180614;000000;62.3950000;62.6475000;61.9550000;62.6300000;4335856000
20180615;000000;62.4900000;63.3500000;62.4325000;63.1975000;3985785000
20180618;000000;63.2500000;63.8000000;63.1850000;63.4525000;4061165000
20180619;000000;63.9500000;64.2200000;63.6575000;63.8750000;5029563000
20180620;000000;63.8300000;63.8300000;63.4050000;63.6900000;3064894000
20180621;000000;63.8800000;63.9300000;63.4650000;63.7150000;3689154000
20180622;000000;63.3250000;63.3625000;62.8050000;62.8950000;3492962000
20180625;000000;63.2700000;63.3900000;62.6225000;62.7825000;3867170000
20180626;000000;62.8000000;63.3650000;62.7225000;63.0275000;3663711000
20180627;000000;63.1100000;63.3975000;62.8700000;63.2300000;3526636000
20180628;000000;63.3050000;63.4900000;62.8000000;62.8000000;3547068000
20180629;000000;62.7500000;62.8775000;62.5700000;62.7700000;3110145000
20180702;000000;63.1325000;63.6000000;62.9825000;63.4300000;2909325000
20180703;000000;63.2125000;63.3650000;63.0850000;63.1450000;2499951000
20180704;000000;63.0550000;63.3550000;62.9500000;63.2400000;1845221000
20180705;000000;63.1900000;63.3600000;62.9325000;63.1150000;2768599000
20180706;000000;63.1500000;63.2550000;62.9050000;62.9725000;2486935000
20180709;000000;62.8775000;62.9350000;62.4225000;62.4850000;2701256000
20180710;000000;62.5025000;62.6400000;61.6375000;61.7350000;3495454000
20180711;000000;62.0300000;62.4500000;61.6375000;62.3575000;4714093000
20180712;000000;62.2475000;62.3175000;61.9150000;62.2550000;3752392000
20180713;000000;62.2450000;62.7600000;62.0600000;62.5600000;3075140000
20180716;000000;62.4825000;62.4825000;62.0950000;62.3300000;2497583000
